name,jif,jif5Years,fiveYearJifQuartile,jifWithoutSelfCites,immediacyIndex
SOCIAL ALTERNATIVES,0.3,0.3,N/A,0.3,0.9
Turkish Journal of Islamic Economics-TUJISE,0.3,0.4,N/A,0.3,<0.1
Turkiye Jeoloji Bulteni-Geological Bulletin of Turkey,0.3,0.4,N/A,0.3,0.4
Wartazoa-Buletin Ilmu Peternakan dan Kesehatan Hewan Indonesia,0.3,0.3,N/A,0.3,0.1
Web Intelligence,0.3,0.7,N/A,0.3,<0.1
Agora para la Educacion Fisica y el Deporte,0.3,0.6,N/A,0.2,<0.1
American Political Thought,0.3,0.3,N/A,0.3,<0.1
Anaesthesia and Intensive Care Medicine,0.3,0.3,N/A,0.3,0.1
Cirugia Cardiovascular,0.3,0.2,N/A,0.1,0.2
COMPTES RENDUS DE L ACADEMIE BULGARE DES SCIENCES,0.3,0.3,Q4,0.2,0.1
Computer Science Journal of Moldova,0.3,0.5,N/A,0.3,0.2
Cuadernos de Economia,0.3,0.4,N/A,0.3,0.1
Edma 0-6-Educacion Matematica en la Infancia,0.3,0.4,N/A,0.1,<0.1
Engineer-Journal of the Institution of Engineers Sri Lanka,0.3,0.4,N/A,0.3,<0.1
IEICE Communications Express,0.3,0.3,N/A,0.2,0.1
International Journal of Data Mining and Bioinformatics,0.3,0.6,Q4,0.3,<0.1
International Journal of Ecological Economics & Statistics,0.3,0.2,N/A,0.1,<0.1
Inzynieria Mineralna-Journal of the Polish Mineral Engineering Society,0.3,0.3,N/A,0.3,<0.1
Journal of Child Science,0.3,0.3,N/A,0.3,0.2
Journal of Diabetology,0.3,,N/A,0.3,0.2
JOURNAL OF DIAGNOSTIC MEDICAL SONOGRAPHY,0.3,0.4,N/A,0.3,<0.1
Journal of Orthopaedics Trauma and Rehabilitation,0.3,0.3,N/A,0.3,0.1
Meandros Medical and Dental Journal,0.3,0.3,N/A,0.3,<0.1
Meridians-Feminism Race Transnationalism,0.3,0.4,N/A,0.3,<0.1
Nepalese Journal of Ophthalmology,0.3,0.4,N/A,0.3,<0.1
OPERATIVE TECHNIQUES IN SPORTS MEDICINE,0.3,0.4,Q4,0.3,0.1
Otoritas-Jurnal Ilmu Pemerintahan,0.3,,N/A,0.2,0.2
Physiology and Pharmacology,0.3,0.5,N/A,0.3,0.1
Plaridel,0.3,0.2,N/A,0.1,<0.1
Prace Komisji Geografii Przemyslu Polskiego Towarzystwa Geograficznego-Studies of the Industrial Geography Commission of the Polish Geographical Society,0.3,0.3,N/A,0.2,0.2
Revista de Agricultura Neotropical,0.3,0.5,N/A,0.2,0.1
Revista de Antropologia Social,0.3,0.3,N/A,0.3,0.2
Revista Economia,0.3,0.3,N/A,0.3,<0.1
RLA-Revista de Linguistica Teorica y Aplicada,0.3,0.4,Q4,0.2,<0.1
Romanian Statistical Review,0.3,0.3,N/A,0.2,0.1
SOURCE-NOTES IN THE HISTORY OF ART,0.3,0.3,N/A,0.3,<0.1
SOUTH AFRICAN STATISTICAL JOURNAL,0.3,0.4,N/A,0.3,<0.1
Southern African Journal of Anaesthesia and Analgesia,0.3,0.4,N/A,0.3,0.2
SU URUNLERI DERGISI,0.3,0.4,N/A,0.3,0.2
Techniques in Foot and Ankle Surgery,0.3,0.3,N/A,0.3,<0.1
TETSU TO HAGANE-JOURNAL OF THE IRON AND STEEL INSTITUTE OF JAPAN,0.3,0.4,Q4,0.2,0.1
Thoracic and Cardiovascular Surgeon Reports,0.3,0.4,N/A,0.3,0.1
Transnational Curriculum Inquiry,0.3,0.4,N/A,0.3,
Treballs de Sociolinguistica Catalana,0.3,0.3,N/A,0.3,<0.1
Uchenye Zapiski Kazanskogo Universiteta-Seriya Fiziko-Matematicheskie Nauki,0.3,0.2,N/A,0.3,<0.1
Universitas Psychologica,0.3,0.7,Q4,0.3,0.1
Vestnik Tomskogo Gosudarstvennogo Universiteta-Biologiya,0.3,,N/A,0.3,<0.1
Acta Universitatis Sapientiae Informatica,0.3,0.8,N/A,0.3,0.1
African Journal of Health Professions Education,0.3,0.4,N/A,0.3,0.1
African Journal on Conflict Resolution,0.3,0.7,N/A,0.2,<0.1
ATA Journal of Legal Tax Research,0.3,0.2,N/A,<0.1,<0.1
Avances en Psicologia Latinoamericana,0.3,0.5,N/A,0.3,<0.1
Cartagine-Studi e Ricerche,0.3,0.2,N/A,0.1,0.1
Civil Engineering Journal-Stavebni Obzor,0.3,0.4,N/A,0.3,0.1
CROATICA CHEMICA ACTA,0.3,0.8,Q4,0.3,<0.1
Current Issues in Pharmacy and Medical Sciences,0.3,0.5,N/A,0.3,<0.1
Electronics and Communications in Japan,0.3,0.4,Q4,0.3,0.1
Geography and Natural Resources,0.3,0.5,N/A,0.3,<0.1
Indian Anaesthetists Forum,0.3,0.2,N/A,0.3,<0.1
INDIAN JOURNAL OF HETEROCYCLIC CHEMISTRY,0.3,0.3,Q4,0.2,<0.1
International Journal of Contemporary Economics and Administrative Sciences,0.3,0.3,N/A,0.3,0.1
International Journal of Internet Protocol Technology,0.3,0.4,N/A,0.3,<0.1
International Journal of Medical Toxicology and Forensic Medicine,0.3,0.4,N/A,0.3,0.1
Journal of Clinical Urology,0.3,0.3,N/A,0.3,<0.1
Journal of Krishna Institute of Medical Sciences University,0.3,0.3,N/A,0.1,0.1
Journal of Machinery Manufacture and Reliability,0.3,0.3,N/A,0.2,<0.1
Journal of Obstetric Anaesthesia and Critical Care,0.3,,N/A,0.2,0.1
Legal Education Review,0.3,0.3,N/A,0.1,0.3
MOKUZAI GAKKAISHI,0.3,0.3,Q4,0.3,0.1
Momona Ethiopian Journal of Science,0.3,0.6,N/A,0.3,<0.1
MSKMuskuloskelettale Physiotherapie,0.3,0.3,N/A,0.1,<0.1
Nauchnye i Tekhnicheskie Biblioteki-Scientific and Technical Libraries,0.3,0.2,N/A,0.1,0.1
Netherlands Journal of Critical Care,0.3,0.3,N/A,0.3,0.6
Nexo Revista Cientifica,0.3,0.3,N/A,0.3,0.1
Opir Materialiv i Teoria Sporud-Strength of Materials and Theory of Structures,0.3,0.3,N/A,0.1,<0.1
Pasos-Revista de Turismo y Patrimonio Cultural,0.3,0.5,N/A,0.3,0.1
Recherche en Soins Infirmiers,0.3,0.3,N/A,0.2,<0.1
Revista de Estudios en Seguridad Internacional-RESI,0.3,0.2,N/A,0.2,<0.1
Revista Digital Lampsakos,0.3,0.1,N/A,0.3,<0.1
Revista Espanola de Discapacidad-REDIS,0.3,0.4,N/A,0.2,0.1
Revista Latinoamericana de Metodologia de la Investigacion Social,0.3,0.2,N/A,0.3,<0.1
Revista San Gregorio,0.3,0.2,N/A,0.3,<0.1
Scientific Papers-Series A-Agronomy,0.3,0.3,N/A,0.2,<0.1
Seminars in Colon and Rectal Surgery,0.3,0.3,N/A,0.3,0.1
Sosyoekonomi,0.3,,N/A,0.3,0.1
Tecciencia,0.3,0.3,N/A,0.1,0.1
Thalassemia Reports,0.3,0.2,N/A,0.3,0.1
Vestnik of Saint Petersburg University Earth Sciences,0.3,0.4,N/A,0.3,<0.1
Visnyk NTUU KPI Seriia-Radiotekhnika Radioaparatobuduvannia,0.3,0.1,N/A,0.2,0.1
Visnyk of Taras Shevchenko National University of Kyiv-Geology,0.3,0.2,N/A,0.1,<0.1
Zeitschrift fur Soziologie der Erziehung und Sozialisation,0.3,0.3,Q4,0.3,
Acta Kinesiologica,0.3,0.3,N/A,0.2,<0.1
Acta Phlebologica,0.3,0.3,N/A,<0.1,0.2
Aerospace Research in Bulgaria,0.3,0.3,N/A,0.2,0.1
AIB Studi,0.3,0.2,N/A,0.1,0.1
Analytical Science and Technology,0.3,0.2,N/A,0.3,<0.1
BANGLADESH JOURNAL OF BOTANY,0.3,0.4,Q4,0.3,0.1
Bauphysik,0.3,0.3,Q4,0.2,0.2
BIOMEDICAL ENGINEERING-MEDITSINSKAYA TEKNIKA,0.3,,N/A,0.2,0.1
CienciaUat,0.3,0.4,N/A,0.2,<0.1
E-Journal of International and Comparative Labour Studies,0.3,0.3,N/A,0.2,<0.1
Farmaceuticos Comunitarios,0.3,0.2,N/A,0.2,<0.1
Food Hygiene and Safety Science,0.3,0.4,Q4,0.3,0.1
Historical Review-La Revue Historique,0.3,0.3,N/A,0.3,
Iberoamerican Journal of Development Studies,0.3,0.3,N/A,0.2,<0.1
Indian Journal of Transplantation,0.3,,N/A,0.2,<0.1
International Journal of Engineering Social Justice and Peace,0.3,0.3,N/A,0.2,<0.1
International Journal of Gerontology,0.3,0.7,Q4,0.3,0.1
Istanbul Universitesi Sosyoloji Dergisi-Istanbul University Journal of Sociology,0.3,0.3,N/A,0.2,<0.1
Journal of Digital Forensics Security and Law,0.3,0.5,N/A,0.3,0.3
Journal of the Korean Medical Association,0.3,0.4,N/A,0.3,0.1
Journal of Urological Surgery,0.3,0.2,N/A,0.2,<0.1
Jurnal Ilmu dan Teknologi Kelautan Tropis,0.3,0.3,N/A,0.2,<0.1
METALLURGIA ITALIANA,0.3,0.3,Q4,0.2,<0.1
Mindanao Journal of Science and Technology,0.3,0.3,N/A,0.3,0.1
Odontoestomatologia,0.3,0.3,N/A,0.2,<0.1
Pedagogika-Pedagogy,0.3,0.3,N/A,0.2,0.1
Pensar en Movimiento-Revista de Ciencias del Ejercicio y la Salud,0.3,0.4,N/A,0.3,0.1
Postepy Psychiatrii i Neurologii,0.3,0.3,N/A,0.3,<0.1
Psychologica,0.3,0.3,N/A,0.3,
Psychologie du Travail et des Organisations,0.3,0.3,N/A,0.2,0.1
Revista de Derecho Privado,0.3,0.2,N/A,0.3,0.1
Revista de Humanidades,0.3,0.5,N/A,0.2,<0.1
Revista General de Informacion y Documentacion,0.3,0.5,N/A,0.3,<0.1
Revista Ingenieria de Construccion,0.3,0.6,N/A,0.3,0.1
Revista UNISCI,0.3,0.2,N/A,0.3,0.1
Revista Universidad y Sociedad,0.3,0.3,N/A,0.2,0.1
REVUE D ECONOMIE POLITIQUE,0.3,0.4,Q4,0.3,0.2
South African Journal of Libraries and Information Science,0.3,1.0,N/A,0.3,0.1
Suma de Negocios,0.3,0.5,N/A,0.3,<0.1
Transactions of the Korean Society of Mechanical Engineers A,0.3,0.2,N/A,0.1,<0.1
Turkish Journal of Geriatrics-Turk Geriatri Dergisi,0.3,0.3,Q4,0.3,<0.1
Turkish Journal of Neurology,0.3,0.5,N/A,0.3,0.1
Urbe-Revista Brasileira de Gestao Urbana,0.3,0.4,N/A,0.2,<0.1
World Review of Political Economy,0.3,0.4,N/A,0.3,0.3
Zeitschrift fur Evaluation,0.3,0.2,Q4,0.2,<0.1
ZHURNAL VYSSHEI NERVNOI DEYATELNOSTI IMENI I P PAVLOVA,0.3,0.2,Q4,0.2,<0.1
Acta Pediatrica de Mexico,0.3,0.3,N/A,0.3,0.1
ACTES DE LA RECHERCHE EN SCIENCES SOCIALES,0.3,0.5,Q4,0.2,0.1
AKTUELLE ERNAHRUNGSMEDIZIN,0.3,0.4,N/A,0.2,0.1
ALSIC-Apprentissage des Langues et Systems d Information et de Communication,0.3,0.3,N/A,0.3,<0.1
Bezmialem Science,0.3,0.4,N/A,0.3,<0.1
Cadernos Gestao Publica e Cidadania,0.3,0.3,N/A,0.2,0.1
Catrina-The International Journal of Environmental Sciences,0.3,0.6,N/A,0.3,0.1
European Journal of Therapeutics,0.3,0.3,N/A,0.3,<0.1
Gefasschirurgie,0.3,0.3,N/A,0.2,0.1
Geomatik,0.3,,N/A,0.2,0.1
Geotechnical Engineering,0.3,0.4,N/A,0.3,<0.1
Iconos,0.3,0.4,N/A,0.3,0.1
Informacios Tarsadalom,0.3,0.2,Q4,0.2,0.1
International Archives of Health Sciences,0.3,,N/A,0.3,<0.1
International Journal of Biology and Chemistry,0.3,,N/A,0.3,
International Journal of Biomedicine,0.3,0.3,N/A,0.2,0.1
International Journal of Orthodontic Rehabilitation,0.3,,N/A,0.3,0.2
Iranian Journal of Nuclear Medicine,0.3,0.3,N/A,0.2,<0.1
Istanbul Iktisat Dergisi-Istanbul Journal of Economics,0.3,,N/A,0.3,<0.1
Journal of Historical Research in Marketing,0.3,0.5,N/A,0.2,0.1
Journal of Robotics Networking and Artificial Life,0.3,0.3,N/A,0.3,0.1
Malaysian Journal of Microbiology,0.3,0.3,N/A,0.3,0.1
Moscow University Mechanics Bulletin,0.3,0.2,N/A,0.3,<0.1
Nativa,0.3,0.3,N/A,0.2,0.1
PHLEBOLOGIE,0.3,0.3,N/A,0.3,0.1
Physical and Chemical Aspects of the Study of Clusters Nanostructures and Nanomaterials,0.3,,N/A,0.2,<0.1
Qualitative & Quantitative Methods in Libraries,0.3,0.2,N/A,0.3,0.1
Revista Brasileira de Estudos Politicos,0.3,0.3,N/A,0.1,<0.1
Revista de Psicoterapia,0.3,0.2,N/A,0.2,0.8
Revista Portuguesa de Estomatologia Medicina Dentaria e Cirurgia Maxilofacial,0.3,0.2,N/A,0.2,0.1
Romanian Journal of Military Medicine,0.3,0.3,N/A,0.2,<0.1
Sexual Health & Compulsivity,0.3,0.3,N/A,0.3,0.2
STAPS-Sciences et Techniques des Activites Physiques et Sportives,0.3,0.3,N/A,0.3,0.1
Studia Universitatis Babes-Bolyai Chemia,0.3,0.4,Q4,0.2,0.2
Temas Agrarios,0.3,0.3,N/A,0.3,<0.1
TERAPEVTICHESKII ARKHIV,0.3,0.4,Q4,0.2,0.1
Uchenye Zapiski Kazanskogo Universiteta-Seriya Estestvennye Nauki,0.3,0.3,N/A,0.3,<0.1
UCJC Business and Society Review,0.3,0.3,N/A,0.3,0.1
UIS Ingenierias,0.3,0.3,N/A,0.2,<0.1
Vestnik Tomskogo Gosudarstvennogo Universiteta-Matematika i Mekhanika-Tomsk State University Journal of Mathematics and Mechanics,0.3,0.3,N/A,0.1,<0.1
Acta Technica Napocensis Series-Applied Mathematics Mechanics and Engineering,0.3,0.3,N/A,0.2,<0.1
Agrociencia Uruguay,0.3,0.4,N/A,0.2,0.1
Applied Radiology,0.3,0.3,N/A,0.3,0.2
ARCHITECTURAL REVIEW,0.3,0.1,N/A,0.3,<0.1
Austral Comunicacion,0.3,0.2,N/A,0.3,<0.1
Brussels Studies,0.3,0.4,N/A,0.1,<0.1
CAHIERS DE NUTRITION ET DE DIETETIQUE,0.3,0.3,N/A,0.2,0.2
Chemical Bulletin of Kazakh National University,0.3,,N/A,0.3,0.1
Contexto,0.3,0.3,N/A,0.3,0.1
Cuadernos de Administracion-Universidad del Valle,0.3,,N/A,0.3,<0.1
Cuadernos de Neuropsicologia-Panamerican Journal of Neuropsychology,0.3,0.3,N/A,0.3,0.1
Eye Reports,0.3,,N/A,0.3,
GHANA SOCIAL SCIENCE JOURNAL,0.3,0.3,N/A,0.3,<0.1
Glass Technology-European Journal of Glass Science and Technology Part A,0.3,0.2,Q4,0.3,0.3
Haseki TIp Bulteni-Medical Bulletin of Haseki,0.3,0.2,N/A,0.3,<0.1
Historia y Memoria de la Educacion,0.3,0.3,N/A,0.2,0.1
Iranian Journal of Radiology,0.3,0.3,Q4,0.3,0.1
Journal of Food Safety and Food Quality-Archiv fur Lebensmittelhygiene,0.3,0.5,Q4,0.3,<0.1
Journal of Marine Medical Society,0.3,,N/A,0.3,<0.1
Journal of the Korean Magnetic Resonance Society,0.3,0.2,N/A,0.1,0.1
Klimik Journal,0.3,0.3,N/A,0.2,0.1
Korean Journal of Materials Research,0.3,0.3,N/A,0.2,0.1
LHB-Hydroscience Journal,0.3,0.3,Q4,0.1,0.2
Nuovo Cimento C-Colloquia and Communications in Physics,0.3,0.2,N/A,0.2,0.2
Progress in Superconductivity and Cryogenics,0.3,0.4,N/A,0.2,<0.1
Revista de Gestion Publica,0.3,0.2,N/A,0.3,<0.1
Revista do Servico Publico,0.3,0.3,N/A,0.3,<0.1
Revista Iberoamericana de Estudios Municipales,0.3,0.2,N/A,0.2,<0.1
Revue d Economie Regionale et Urbaine,0.3,0.5,N/A,0.2,<0.1
RISUS-Journal on Innovation and Sustainability,0.3,0.4,N/A,0.3,<0.1
Sante Publique,0.3,0.4,Q4,0.2,0.1
Scientific Study and Research-Chemistry and Chemical Engineering Biotechnology Food Industry,0.3,0.5,N/A,0.3,0.1
TROPICAL AGRICULTURE,0.3,0.3,N/A,0.3,0.1
Vigilancia Sanitaria em Debate-Sociedade Ciencia & Tecnologia,0.3,0.3,N/A,0.1,<0.1
YAKUGAKU ZASSHI-JOURNAL OF THE PHARMACEUTICAL SOCIETY OF JAPAN,0.3,0.3,Q4,0.3,0.2
Acta Medica Mediterranea,0.3,0.2,Q4,0.3,<0.1
Anales AFA,0.3,0.2,N/A,0.3,0.1
Anuari de Filologia-Estudis de Linguistica,0.3,0.3,N/A,0.3,<0.1
CATTLE PRACTICE,0.3,0.1,Q4,0.3,0.2
CHEMICAL AND PETROLEUM ENGINEERING,0.3,0.2,N/A,0.2,<0.1
CIAN-Revista de Historia de las Universidades,0.3,0.4,N/A,<0.1,<0.1
Clio America,0.3,0.2,N/A,0.2,<0.1
Composites Research,0.3,0.3,N/A,0.1,0.1
Cyprus Journal of Medical Sciences,0.3,0.3,N/A,0.3,<0.1
FLEISCHWIRTSCHAFT,0.3,0.2,Q4,0.1,<0.1
GEFAHRSTOFFE REINHALTUNG DER LUFT,0.3,0.3,Q4,0.2,<0.1
Gesundheitsoekonomie und Qualitaetsmanagement,0.3,0.3,N/A,0.3,<0.1
Health and History,0.3,0.3,N/A,0.3,<0.1
IDP-Internet Law and Politics,0.3,0.3,N/A,0.2,<0.1
Indian Journal of Respiratory Care,0.3,,N/A,0.1,0.1
International Journal of Affective Engineering,0.3,0.4,N/A,0.2,0.1
Izquierdas,0.3,0.3,N/A,0.2,0.1
Journal of Health and Allied Sciences NU,0.3,0.3,N/A,0.2,0.1
Journal of Interactional Research in Communication Disorders,0.3,0.2,N/A,0.3,<0.1
NACC-Nova Acta Cientifica Compostelana Bioloxia,0.3,,N/A,0.3,
OASIS-Observatorio de Analisis de los Sistemas Internacionales,0.3,0.2,N/A,0.2,<0.1
Onkologie,0.3,0.2,Q4,0.2,0.1
Plasmatology,0.3,0.3,N/A,0.3,<0.1
Praxis-Colombia,0.3,0.2,N/A,0.3,<0.1
PROGRESS IN BIOCHEMISTRY AND BIOPHYSICS,0.3,0.3,Q4,0.2,0.1
Revista Brasileira de Inovacao,0.3,0.4,N/A,0.3,0.1
Revista Conrado,0.3,0.3,N/A,0.2,0.1
Revista CS en Ciencias Sociales,0.3,0.4,N/A,0.3,<0.1
Revue de l IRES,0.3,0.4,N/A,0.3,1.1
Revue Francaise d Allergologie,0.3,0.4,Q4,0.2,0.2
Universa Medicina,0.3,0.3,N/A,0.3,<0.1
University Politehnica of Bucharest Scientific Bulletin Series C-Electrical Engineering and Computer Science,0.3,0.2,N/A,0.2,0.1
3C Empresa,0.3,0.2,N/A,0.3,<0.1
Advances in Digestive Medicine,0.3,0.2,N/A,0.2,0.3
AFINIDAD,0.3,0.4,Q4,0.2,0.1
AMA-Agricultural Mechanization in Asia Africa and Latin America,0.3,0.3,Q4,0.3,0.2
ARCHIVOS LATINOAMERICANOS DE NUTRICION,0.3,0.4,Q4,0.3,0.1
Asian Biotechnology and Development Review,0.3,0.2,N/A,0.2,<0.1
AtoZ-Novas Praticas em Informacao e Conhecimento,0.3,0.3,N/A,0.2,<0.1
Egyptian Journal of Critical Care Medicine,0.3,0.4,N/A,0.3,<0.1
Egyptian Journal of Pediatric Allergy and Immunology,0.3,0.2,N/A,0.2,<0.1
Encontros Bibli-Revista Eletronica de Biblioteconomia e Ciencia da Informacao,0.3,0.2,N/A,0.3,<0.1
Ewha Medical Journal,0.3,0.3,N/A,0.2,0.1
Gurukul Business Review-GBR,0.3,0.1,N/A,0.3,<0.1
Hrvatske Vode,0.3,0.3,N/A,0.3,
Insuficiencia Cardiaca,0.3,0.1,N/A,0.1,<0.1
International Journal of Gastrointestinal Intervention,0.3,,N/A,0.2,<0.1
Journal of the Scientific Society,0.3,,N/A,0.2,<0.1
Khyber Medical University Journal-KMUJ,0.3,,N/A,0.3,<0.1
Logos Ciencia & Tecnologia,0.3,0.2,N/A,0.2,0.1
Panacea-Boletin de Medicina y Traduccion,0.3,0.2,N/A,0.2,<0.1
Postepy Higieny I Medycyny Doswiadczalnej,0.3,0.8,Q4,0.3,0.1
Research in Cardiovascular Medicine,0.3,,N/A,0.3,<0.1
Revista Eletronica em Gestao Educacao e Tecnologia Ambiental,0.3,0.3,N/A,0.3,0.1
Revista Gestao Organizacional,0.3,0.2,N/A,0.2,<0.1
Revista Internacional de Pensamiento Politico,0.3,,N/A,0.3,
SaberEs,0.3,0.3,N/A,0.3,0.1
Science Diliman,0.3,0.2,N/A,0.3,
Turk Onkoloji Dergisi-Turkish Journal of Oncology,0.3,0.3,N/A,0.3,<0.1
Arteterapia-Papeles de Arteterapia y Educacion Artistica para la Inclusion Social,0.3,0.3,N/A,0.1,<0.1
BULLETIN DE L ACADEMIE NATIONALE DE MEDECINE,0.3,0.2,Q4,0.2,0.1
CAPjournal,0.3,0.3,N/A,0.2,<0.1
Chasqui-Revista Latinoamericana de Comunicacion,0.3,0.3,N/A,0.3,<0.1
Clinical Management Issues,0.3,0.3,N/A,0.3,<0.1
Eco-Engineering,0.3,0.2,N/A,0.2,<0.1
Eureka-Revista Cientifica de Psicologia,0.3,0.2,N/A,0.3,<0.1
Fuentes el Reventon Energetico,0.3,0.3,N/A,<0.1,0.2
Gecontec-Revista Internacional de Gestion del Conocimiento y la Tecnologia,0.3,0.3,N/A,0.3,0.4
GEMATOLOGIYA I TRANSFUZIOLOGIYA,0.3,0.2,Q4,0.1,0.1
Glasnik Hemicara i Tehnologa Bosne i Hercegovine,0.3,0.4,N/A,0.3,<0.1
Informacao & Sociedade-Estudos,0.3,0.3,Q4,0.3,
International Journal of Next-Generation Computing,0.3,0.3,N/A,0.1,0.1
International Journal of Surgery-Oncology,0.3,1.2,N/A,0.3,0.1
INTERNATIONAL SUGAR JOURNAL,0.3,0.2,Q4,0.2,<0.1
Journal of Print and Media Technology Research,0.3,0.2,N/A,0.2,0.1
Mundo Agrario,0.3,0.4,N/A,0.2,<0.1
PERIODICUM BIOLOGORUM,0.3,0.6,Q4,0.3,<0.1
Problemele Energeticii Regionale,0.3,0.2,N/A,0.2,<0.1
TRENDS IN GLYCOSCIENCE AND GLYCOTECHNOLOGY,0.3,0.4,Q4,0.3,0.2
FOOD TECHNOLOGY,0.3,0.3,Q4,0.3,0.1
Relaciones Internacionales,0.3,0.3,N/A,0.3,<0.1
REUNIR-Revista de Administracao Contabilidade e Sustentabilidade,0.3,0.4,N/A,0.3,0.1
Architect,0.3,0.2,N/A,0.3,<0.1
ATP Magazine,0.3,0.3,N/A,0.1,0.1
Observatorio Medioambiental,0.3,0.3,N/A,0.3,<0.1
Space,0.3,0.2,N/A,0.3,<0.1
MANUFACTURING ENGINEERING,0.3,0.1,Q4,0.3,<0.1
Perinola-Revista de Investigacion Quevediana,0.2,0.2,N/A,0.1,<0.1
FRENCH STUDIES,0.2,0.3,N/A,0.2,0.1
Milton Studies,0.2,0.2,N/A,0.1,<0.1
Studia Aurea-Revista de Literatura Espanola y Teoria Literaria del Renacimiento y Siglo de Oro,0.2,0.1,N/A,0.2,
Bulletin of Spanish Studies,0.2,0.2,N/A,0.2,<0.1
ROMANCE QUARTERLY,0.2,0.2,N/A,0.1,<0.1
GERMANIC REVIEW,0.2,0.2,N/A,0.2,0.1
GERMAN LIFE AND LETTERS,0.2,0.1,N/A,0.2,<0.1
Cambridge Classical Journal,0.2,0.4,N/A,0.2,<0.1
Journal of Literary Theory,0.2,0.5,N/A,0.2,0.2
Publications of the English Goethe Society,0.2,0.2,N/A,0.2,<0.1
RUSSIAN LITERATURE,0.2,0.2,N/A,0.2,0.2
THEATRE SURVEY,0.2,0.4,N/A,0.2,0.1
ANALES CERVANTINOS,0.2,0.1,N/A,0.2,<0.1
OXFORD GERMAN STUDIES,0.2,0.1,N/A,0.1,<0.1
Estudios Romanicos,0.2,0.2,N/A,0.2,0.1
NINETEENTH-CENTURY FRENCH STUDIES,0.2,0.2,N/A,0.2,0.1
LITERATURE AND MEDICINE,0.2,0.3,N/A,0.2,<0.1
GREEK ROMAN AND BYZANTINE STUDIES,0.2,0.2,N/A,0.2,<0.1
JOURNAL OF ENGLISH AND GERMANIC PHILOLOGY,0.2,0.3,N/A,0.2,0.1
Emily Dickinson Journal,0.2,0.3,N/A,0.1,<0.1
ESPRIT CREATEUR,0.2,0.2,N/A,0.2,<0.1
ZEITSCHRIFT FUR ROMANISCHE PHILOLOGIE,0.2,0.3,N/A,0.2,<0.1
JOURNAL OF COMMONWEALTH LITERATURE,0.2,0.3,N/A,0.2,<0.1
CRITICAL QUARTERLY,0.2,0.2,N/A,0.2,<0.1
Renaissance Studies,0.2,0.4,N/A,0.2,<0.1
WALT WHITMAN QUARTERLY REVIEW,0.2,0.1,N/A,0.1,<0.1
REVUE ROMANE,0.2,0.2,N/A,0.2,0.2
Journal of World Literature,0.2,,N/A,0.1,<0.1
International Journal of the Classical Tradition,0.2,0.2,N/A,0.2,0.1
RIVISTA DI LETTERATURA STORIOGRAFICA ITALIANA,0.2,,N/A,0.1,<0.1
Forum for World Literature Studies,0.2,0.1,N/A,0.2,<0.1
Prose Studies-History Theory Criticism,0.2,0.3,N/A,0.2,<0.1
CRITICISM-A QUARTERLY FOR LITERATURE AND THE ARTS,0.2,0.2,N/A,0.2,<0.1
CLASSICAL QUARTERLY,0.2,0.2,N/A,0.2,<0.1
HELIOS,0.2,0.4,N/A,0.2,<0.1
Journal of Late Antiquity,0.2,0.4,N/A,0.1,<0.1
Gripla,0.2,0.2,N/A,0.2,<0.1
INTERNATIONALES ARCHIV FUR SOZIALGESCHICHTE DER DEUTSCHEN LITERATUR,0.2,0.1,N/A,0.1,0.1
MEDIUM AEVUM,0.2,0.2,N/A,0.2,<0.1
Criticon,0.2,,N/A,0.2,
CAMBRIAN MEDIEVAL CELTIC STUDIES,0.2,0.1,N/A,0.2,
ISLE-Interdisciplinary Studies in Literature and Environment,0.2,0.3,N/A,0.2,0.1
Chinese Semiotic Studies,0.2,0.3,N/A,0.2,0.2
Stanislavski Studies,0.2,0.1,N/A,0.2,<0.1
INDO-IRANIAN JOURNAL,0.2,0.3,N/A,<0.1,0.1
Visual Inquiry-Learning & Teaching Art,0.2,0.2,N/A,0.2,
CANADIAN HISTORICAL REVIEW,0.2,0.3,Q4,0.2,<0.1
New Writing-The International Journal for the Practice and Theory of Creative Writing,0.2,0.2,N/A,0.2,<0.1
REVISTA DE FILOLOGIA ESPANOLA,0.2,0.3,N/A,0.2,<0.1
JOURNAL OF MEDIEVAL AND EARLY MODERN STUDIES,0.2,0.4,N/A,0.2,0.4
Bookbird-A Journal of International Childrens Literature,0.2,0.3,N/A,0.2,<0.1
Journal of Modern Jewish Studies,0.2,0.4,N/A,0.2,0.1
Drevnyaya Rus-Voprosy Medievistiki,0.2,0.2,N/A,0.1,0.1
Book History,0.2,0.5,N/A,0.2,<0.1
WESTERN FOLKLORE,0.2,0.6,N/A,0.2,<0.1
Journal of Literary Studies,0.2,0.2,N/A,0.2,0.1
YALE FRENCH STUDIES,0.2,0.1,N/A,0.2,0.1
International Journal of Islamic Architecture,0.2,0.3,N/A,0.2,0.2
MNEMOSYNE,0.2,0.3,N/A,0.2,0.1
Classical Receptions Journal,0.2,0.2,N/A,0.2,0.1
Journal of Screenwriting,0.2,0.3,N/A,0.2,<0.1
RUSSIAN REVIEW,0.2,0.3,N/A,0.2,<0.1
NEW ENGLAND QUARTERLY-A HISTORICAL REVIEW OF NEW ENGLAND LIFE AND LETTERS,0.2,0.3,N/A,0.1,<0.1
Nan Nu-Men Women and Gender in China,0.2,0.5,N/A,0.1,<0.1
